cue,patterns (|),feelings (|),needs (|),example
professor-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
professor-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
professor-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
professor-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
professor-comparison-better-than,"compared me to someone else|'unlike X, you' from professor|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,professor said someone else handles it better than me.
professor-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from professor."
advisor-ignored-message,advisor ignored my message|advisor left me on read|advisor did not reply|seen .* no reply from advisor|I feel like advisor ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to advisor and saw 'seen' with no reply for 48 hours.
advisor-changed-plan-without-asking,advisor changed the plan without asking|advisor decided for me|advisor made plans without me|advisor told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,advisor changed the plan and told me what I'd be doing without checking.
advisor-overcharged,charged .* extra at checkout|price higher than quoted by advisor|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from advisor included a fee that wasn't in the quote.
advisor-lost-item,lost my .*|my .* was misplaced|advisor can't find my paperwork|advisor lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,advisor couldn't find the paperwork I handed them last week.
advisor-breach-privacy,advisor shared my info without consent|advisor forwarded my email|advisor posted my photo without asking|screenshot of our chat shared by advisor|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,advisor posted a screenshot of our chat in a group without asking.
advisor-public-criticism,advisor criticized me in public|advisor called me out in front of others|advisor pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,advisor highlighted my mistake during the meeting while others watched.
advisor-credit-taken,advisor took credit for my work|advisor presented my work as theirs|advisor left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by advisor without my name mentioned.
advisor-deadline-moved-earlier,deadline moved up by advisor|due date pulled earlier by advisor|asked for delivery sooner than agreed by advisor,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
advisor-muted-or-removed,advisor muted me|advisor removed me from the call|advisor kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,advisor muted me while I was speaking.
advisor-meeting-started-without-me,meeting started early|decisions made before I joined|advisor began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
advisor-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
advisor-appointment-canceled-last-minute,appointment canceled last minute by advisor|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,advisor canceled 30 minutes before the appointment.
advisor-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, advisor kept spelling my name wrong."
advisor-conditional-invite,invited only if .*|'you can come if' from advisor|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,advisor said I could come only if I handled the driving.
advisor-backhanded-compliment,advisor gave a backhanded compliment|'for someone like you' comment from advisor|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"advisor said, 'You're articulate for someone so young.'"
advisor-gaslight-phrases,advisor said 'that's not what happened' after I described it|advisor said I'm imagining things|'you're crazy' from advisor|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, advisor said it never happened."
